in,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,style,titratable_acidity_ratio,acidity_index,sulfur_dioxide_ratio,chlorides_density_ratio,alcohol_ph_index,sulphates_alcohol_ratio,pH_category,quality_category
4926,5.8,0.17,0.36,1.3,0.036,11.0,70.0,0.99202,3.43,0.68,10.4,7,white,34.11764705882353,6.33,0.15714285714285714,0.03628959093566662,35.672000000000004,0.06538461538461539,medium,good
4927,6.4,0.24,0.29,1.0,0.038,18.0,122.0,0.9906,3.3,0.42,11.5,5,white,26.666666666666668,6.930000000000001,0.14754098360655737,0.0383605895416919,37.949999999999996,0.03652173913043478,medium,average
4928,6.7,0.21,0.34,1.4,0.049,36.0,112.0,0.99091,3.02,0.5,11.0,6,white,31.904761904761905,7.25,0.32142857142857145,0.04944949591789366,33.22,0.045454545454545456,medium,average
4929,6.7,0.23,0.33,8.1,0.048,45.0,176.0,0.99472,3.11,0.52,10.1,6,white,29.130434782608695,7.260000000000001,0.2556818181818182,0.048254785266205566,31.410999999999998,0.05148514851485149,medium,average
4930,6.8,0.23,0.32,8.6,0.046,47.0,159.0,0.99452,3.08,0.52,10.5,6,white,29.565217391304344,7.3500000000000005,0.29559748427672955,0.04625346901017576,32.34,0.049523809523809526,medium,average
4931,6.5,0.22,0.28,3.7,0.059,29.0,151.0,0.99177,3.23,0.41,12.1,7,white,29.545454545454547,7.0,0.19205298013245034,0.0594895994030874,39.083,0.033884297520661154,medium,good
4932,5.1,0.165,0.22,5.7,0.047,42.0,146.0,0.9934,3.18,0.55,9.9,6,white,30.909090909090907,5.484999999999999,0.2876712328767123,0.04731226092208577,31.482000000000003,0.05555555555555556,medium,average
4933,6.6,0.425,0.25,2.35,0.034,23.0,87.0,0.99082,3.05,0.41,11.4,6,white,15.529411764705882,7.2749999999999995,0.26436781609195403,0.03431501180840112,34.769999999999996,0.03596491228070175,medium,average
4934,6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,6,white,18.157894736842106,7.57,0.2751322751322751,0.04810390443357653,28.5,0.06315789473684211,medium,average
4937,7.2,0.27,0.28,15.2,0.046,6.0,41.0,0.99665,3.17,0.39,10.9,6,white,26.666666666666664,7.750000000000001,0.14634146341463414,0.046154617970200165,34.553,0.03577981651376147,medium,average
4938,7.6,0.17,0.27,4.6,0.05,23.0,98.0,0.99422,3.08,0.47,9.5,6,white,44.705882352941174,8.04,0.23469387755102042,0.050290680131158096,29.26,0.049473684210526316,medium,average
4939,6.2,0.3,0.31,1.2,0.048,19.0,125.0,0.98999,3.32,0.54,12.6,6,white,20.666666666666668,6.81,0.152,0.04848533823573976,41.831999999999994,0.042857142857142864,medium,average
4941,6.5,0.26,0.32,6.65,0.059,34.0,104.0,0.99254,3.18,0.42,11.1,5,white,25.0,7.08,0.3269230769230769,0.05944344812299756,35.298,0.03783783783783784,medium,average
4942,6.9,0.36,0.28,13.55,0.048,51.0,189.0,0.99782,3.0,0.6,9.5,7,white,19.166666666666668,7.540000000000001,0.2698412698412698,0.0481048686135776,28.5,0.06315789473684211,medium,good
4944,6.8,0.18,0.24,9.8,0.058,64.0,188.0,0.9952,3.13,0.51,10.6,6,white,37.77777777777778,7.22,0.3404255319148936,0.05827974276527332,33.178,0.048113207547169815,medium,average
4945,6.7,0.18,0.24,10.3,0.057,64.0,185.0,0.99519,3.12,0.5,10.6,6,white,37.22222222222222,7.12,0.34594594594594597,0.057275495131582914,33.072,0.04716981132075472,medium,average
4946,6.6,0.16,0.21,6.7,0.055,43.0,157.0,0.99384,3.15,0.52,10.8,6,white,41.25,6.97,0.27388535031847133,0.055340899943652905,34.02,0.04814814814814815,medium,average
4948,6.4,0.17,0.27,9.9,0.047,26.0,101.0,0.99596,3.34,0.5,9.9,6,white,37.64705882352941,6.84,0.25742574257425743,0.04719065022691674,33.066,0.050505050505050504,medium,average
4949,7.2,0.22,0.28,7.2,0.06,41.0,132.0,0.9935,3.08,0.59,11.3,6,white,32.72727272727273,7.7,0.3106060606060606,0.060392551585304474,34.804,0.052212389380530966,medium,average
4950,6.0,0.22,0.28,1.1,0.034,47.0,90.0,0.98862,3.22,0.38,12.6,6,white,27.272727272727273,6.5,0.5222222222222223,0.03439137383423358,40.572,0.03015873015873016,medium,average
4951,6.7,0.36,0.28,8.3,0.034,29.0,81.0,0.99151,2.96,0.39,12.5,6,white,18.61111111111111,7.340000000000001,0.35802469135802467,0.034291131708202645,37.0,0.031200000000000002,low,average
4952,6.5,0.43,0.28,11.25,0.032,31.0,87.0,0.9922,3.02,0.38,12.4,6,white,15.116279069767442,7.21,0.3563218390804598,0.03225156218504334,37.448,0.03064516129032258,medium,average
4953,5.9,0.2,0.28,12.8,0.038,29.0,132.0,0.99426,3.31,0.57,11.8,7,white,29.5,6.380000000000001,0.2196969696969697,0.03821937923681934,39.058,0.04830508474576271,medium,good
4954,5.3,0.32,0.23,9.65,0.026,26.0,119.0,0.99168,3.18,0.53,12.2,6,white,16.5625,5.8500000000000005,0.2184873949579832,0.02621813488222007,38.796,0.04344262295081968,medium,average
4955,6.8,0.2,0.28,12.6,0.048,54.0,136.0,0.99556,3.19,0.37,10.7,6,white,34.0,7.28,0.39705882352941174,0.048214070472899676,34.132999999999996,0.034579439252336454,medium,average
4956,6.0,0.22,0.33,12.2,0.033,25.0,97.0,0.99356,3.17,0.42,11.3,7,white,27.272727272727273,6.55,0.25773195876288657,0.03321389749989935,35.821,0.03716814159292035,medium,good
4959,7.1,0.18,0.49,1.3,0.033,12.0,72.0,0.99072,3.05,0.53,11.3,7,white,39.44444444444444,7.77,0.16666666666666666,0.03330910852713178,34.465,0.046902654867256637,medium,good
4963,6.0,0.2,0.26,1.1,0.033,38.0,67.0,0.98954,3.14,0.38,11.5,6,white,30.0,6.46,0.5671641791044776,0.03334882874871153,36.11,0.03304347826086956,medium,average
4964,7.6,0.2,0.26,4.8,0.033,26.0,76.0,0.99076,2.98,0.49,12.3,7,white,37.99999999999999,8.06,0.34210526315789475,0.03330776373692923,36.654,0.039837398373983736,low,good
4965,6.2,0.3,0.21,1.1,0.032,31.0,111.0,0.9889,2.97,0.42,12.2,6,white,20.666666666666668,6.71,0.27927927927927926,0.032359186975427244,36.234,0.03442622950819672,low,average
4966,6.0,0.29,0.25,1.4,0.033,30.0,114.0,0.98794,3.08,0.43,13.2,6,white,20.689655172413794,6.54,0.2631578947368421,0.03340283822904225,40.656,0.03257575757575758,medium,average
4967,6.6,0.18,0.28,1.7,0.041,53.0,161.0,0.99207,3.13,0.45,10.2,6,white,36.666666666666664,7.06,0.32919254658385094,0.04132772889009848,31.926,0.04411764705882353,medium,average
4968,7.0,0.22,0.28,10.6,0.039,32.0,117.0,0.99355,3.05,0.55,11.5,7,white,31.818181818181817,7.5,0.27350427350427353,0.03925318303054703,35.074999999999996,0.04782608695652174,medium,good
4971,5.6,0.15,0.26,5.55,0.051,51.0,139.0,0.99336,3.47,0.5,11.0,6,white,37.333333333333336,6.01,0.3669064748201439,0.051340903599903356,38.17,0.045454545454545456,medium,average
4972,6.9,0.28,0.24,2.1,0.034,49.0,121.0,0.98882,2.98,0.43,13.2,7,white,24.642857142857142,7.420000000000001,0.4049586776859504,0.03438441779090229,39.336,0.03257575757575758,low,good
4973,5.9,0.19,0.21,1.7,0.045,57.0,135.0,0.99341,3.32,0.44,9.5,5,white,31.05263157894737,6.300000000000001,0.4222222222222222,0.04529851722853605,31.54,0.04631578947368421,medium,average
4974,7.8,0.22,0.26,9.0,0.047,38.0,132.0,0.997,3.25,0.53,10.2,6,white,35.45454545454545,8.28,0.2878787878787879,0.04714142427281846,33.15,0.0519607843137255,medium,average
4976,7.0,0.4,0.25,1.8,0.05,51.0,189.0,0.99174,3.0,0.55,11.4,6,white,17.5,7.65,0.2698412698412698,0.0504164397926876,34.2,0.048245614035087724,medium,average
4977,6.1,0.28,0.27,4.7,0.03,56.0,140.0,0.99042,3.16,0.42,12.5,8,white,21.78571428571428,6.65,0.4,0.030290179923668746,39.5,0.0336,medium,good
4978,7.6,0.36,0.49,11.3,0.046,87.0,221.0,0.9984,3.01,0.43,9.2,5,white,21.11111111111111,8.45,0.3936651583710407,0.04607371794871795,27.691999999999997,0.04673913043478261,medium,average
4979,6.5,0.28,0.34,3.6,0.04,29.0,121.0,0.99111,3.28,0.48,12.1,7,white,23.21428571428571,7.12,0.2396694214876033,0.040358789639898696,39.687999999999995,0.03966942148760331,medium,good
4980,6.9,0.19,0.35,6.9,0.045,51.0,125.0,0.9933,3.1,0.44,10.7,7,white,36.31578947368421,7.44,0.408,0.0453035336756267,33.17,0.041121495327102804,medium,good
4982,6.4,0.22,0.32,4.9,0.046,50.0,156.0,0.99316,3.38,0.55,11.2,6,white,29.090909090909093,6.94,0.32051282051282054,0.04631680695960368,37.855999999999995,0.04910714285714286,medium,average
4983,6.8,0.23,0.3,6.95,0.044,42.0,179.0,0.9946,3.25,0.56,10.6,6,white,29.565217391304344,7.33,0.2346368715083799,0.04423889000603257,34.449999999999996,0.05283018867924529,medium,average
4984,6.4,0.32,0.31,1.9,0.037,34.0,126.0,0.99,3.06,0.45,11.8,6,white,20.0,7.03,0.2698412698412698,0.03737373737373737,36.108000000000004,0.03813559322033898,medium,average
4987,8.8,0.39,0.35,1.8,0.096,22.0,80.0,0.99016,2.95,0.54,12.6,6,white,22.564102564102566,9.540000000000001,0.275,0.09695402763189788,37.17,0.042857142857142864,low,average
4988,6.6,0.24,0.3,11.3,0.026,11.0,77.0,0.99381,3.13,0.55,12.8,7,white,27.5,7.14,0.14285714285714285,0.026161942423602095,40.064,0.04296875,medium,good
4989,6.9,0.29,0.3,8.2,0.026,35.0,112.0,0.99144,3.0,0.37,12.3,6,white,23.793103448275865,7.49,0.3125,0.02622448156217219,36.900000000000006,0.030081300813008128,medium,average
4990,6.9,0.28,0.3,8.3,0.026,37.0,113.0,0.99139,2.99,0.38,12.3,8,white,24.642857142857142,7.48,0.3274336283185841,0.026225804173937602,36.77700000000001,0.03089430894308943,low,good
4991,6.7,0.38,0.26,9.55,0.036,35.0,91.0,0.9919,2.98,0.37,12.4,6,white,17.63157894736842,7.34,0.38461538461538464,0.03629398124810969,36.952,0.029838709677419355,low,average
4992,8.0,0.28,0.3,8.4,0.03,35.0,115.0,0.99192,2.93,0.42,12.3,6,white,28.57142857142857,8.58,0.30434782608695654,0.03024437454633438,36.039,0.03414634146341463,low,average
4993,6.5,0.25,0.45,7.8,0.048,52.0,188.0,0.99576,3.2,0.53,9.1,5,white,26.0,7.2,0.2765957446808511,0.048204386599180526,29.12,0.05824175824175825,medium,average
4994,6.6,0.26,0.46,7.8,0.047,48.0,186.0,0.9958,3.2,0.54,9.1,5,white,25.384615384615383,7.319999999999999,0.25806451612903225,0.04719823257682265,29.12,0.059340659340659345,medium,average
4995,7.4,0.29,0.28,10.2,0.032,43.0,138.0,0.9951,3.1,0.47,10.6,6,white,25.51724137931035,7.970000000000001,0.3115942028985507,0.0321575721033062,32.86,0.04433962264150943,medium,average
4996,6.3,0.19,0.29,5.5,0.042,44.0,189.0,0.99304,3.19,0.47,10.3,6,white,33.1578947368421,6.78,0.2328042328042328,0.042294368806896,32.857,0.04563106796116504,medium,average
4997,6.1,0.33,0.32,7.8,0.052,52.0,183.0,0.99657,3.39,0.65,9.5,5,white,18.484848484848484,6.75,0.28415300546448086,0.052178973880409804,32.205,0.06842105263157895,medium,average
4998,5.6,0.32,0.33,7.4,0.037,25.0,95.0,0.99268,3.25,0.49,11.1,6,white,17.5,6.25,0.2631578947368421,0.03727283716807027,36.074999999999996,0.044144144144144144,medium,average
4999,7.7,0.46,0.18,3.3,0.054,18.0,143.0,0.99392,3.12,0.51,10.8,6,white,16.73913043478261,8.34,0.1258741258741259,0.05433032839665164,33.696000000000005,0.04722222222222222,medium,average
5000,8.8,0.19,0.3,5.0,0.028,34.0,120.0,0.99242,2.94,0.47,11.2,5,white,46.31578947368421,9.290000000000001,0.2833333333333333,0.028213861066887006,32.928,0.04196428571428572,low,average
5002,8.8,0.27,0.25,5.0,0.024,52.0,99.0,0.9925,2.87,0.49,11.4,5,white,32.592592592592595,9.32,0.5252525252525253,0.024181360201511334,32.718,0.04298245614035087,low,average
5003,5.8,0.18,0.28,1.3,0.034,9.0,94.0,0.99092,3.21,0.52,11.2,6,white,32.22222222222222,6.26,0.09574468085106383,0.034311548863682234,35.952,0.04642857142857143,medium,average
5004,5.8,0.15,0.32,1.2,0.037,14.0,119.0,0.99137,3.19,0.5,10.2,6,white,38.666666666666664,6.2700000000000005,0.11764705882352941,0.03732208963353743,32.538,0.04901960784313726,medium,average
5007,7.1,0.32,0.3,9.9,0.041,63.0,192.0,0.99642,3.12,0.49,10.2,6,white,22.1875,7.72,0.328125,0.041147307360350056,31.823999999999998,0.04803921568627451,medium,average
5008,6.2,0.23,0.35,0.7,0.051,24.0,111.0,0.9916,3.37,0.43,11.0,3,white,26.956521739130434,6.78,0.21621621621621623,0.05143202904396934,37.07,0.03909090909090909,medium,poor
5009,8.9,0.3,0.35,4.6,0.032,32.0,148.0,0.99458,3.15,0.45,11.5,7,white,29.666666666666668,9.55,0.21621621621621623,0.03217438516760844,36.225,0.0391304347826087,medium,good
5010,6.0,0.14,0.17,5.6,0.036,37.0,127.0,0.99373,3.05,0.57,9.8,6,white,42.857142857142854,6.31,0.29133858267716534,0.036227144194096984,29.89,0.05816326530612244,medium,average
5011,6.8,0.24,0.29,9.5,0.042,56.0,157.0,0.99586,3.11,0.51,10.1,6,white,28.333333333333332,7.33,0.35668789808917195,0.04217460285582311,31.410999999999998,0.0504950495049505,medium,average
5012,6.7,0.21,0.48,14.8,0.05,31.0,195.0,0.99942,2.95,0.75,8.8,6,white,31.904761904761905,7.390000000000001,0.15897435897435896,0.05002901682976126,25.960000000000004,0.08522727272727272,low,average
5014,6.1,0.3,0.3,2.1,0.031,50.0,163.0,0.9895,3.39,0.43,12.7,7,white,20.333333333333332,6.699999999999999,0.3067484662576687,0.031328954017180395,43.053,0.03385826771653543,medium,good
5015,7.2,0.37,0.4,11.6,0.032,34.0,214.0,0.9963,3.1,0.51,9.8,6,white,19.45945945945946,7.970000000000001,0.1588785046728972,0.03211883970691559,30.380000000000003,0.05204081632653061,medium,average
5016,6.7,0.64,0.3,1.2,0.03,18.0,76.0,0.9892,3.16,0.6,12.9,4,white,10.46875,7.64,0.23684210526315788,0.0303275374039628,40.764,0.046511627906976744,medium,poor
5019,7.6,0.28,0.49,20.15,0.06,30.0,145.0,1.00196,3.01,0.44,8.5,5,white,27.14285714285714,8.37,0.20689655172413793,0.05988263004511158,25.584999999999997,0.05176470588235294,medium,average
5020,6.3,0.29,0.28,4.7,0.059,28.0,81.0,0.99036,3.24,0.56,12.7,8,white,21.724137931034484,6.87,0.345679012345679,0.05957429621551759,41.148,0.044094488188976384,medium,good
5021,6.2,0.28,0.28,4.3,0.026,22.0,105.0,0.989,2.98,0.64,13.1,8,white,22.142857142857142,6.760000000000001,0.20952380952380953,0.0262891809908999,39.038,0.04885496183206107,low,good
5022,7.1,0.18,0.39,14.5,0.051,48.0,156.0,0.99947,3.35,0.78,9.1,5,white,39.44444444444444,7.669999999999999,0.3076923076923077,0.05102704433349675,30.485,0.08571428571428572,medium,average
5023,6.4,0.32,0.27,4.9,0.034,18.0,122.0,0.9916,3.36,0.71,12.5,6,white,20.0,6.99,0.14754098360655737,0.03428801936264623,42.0,0.056799999999999996,medium,average
5024,7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,6,white,41.764705882352935,7.67,0.30128205128205127,0.047025864225323934,30.394,0.08571428571428572,medium,average
5026,5.8,0.24,0.26,10.05,0.039,63.0,162.0,0.99375,3.33,0.5,11.2,6,white,24.166666666666668,6.3,0.3888888888888889,0.03924528301886793,37.296,0.044642857142857144,medium,average
5030,7.1,0.18,0.39,15.25,0.047,45.0,158.0,0.99946,3.34,0.77,9.1,6,white,39.44444444444444,7.669999999999999,0.2848101265822785,0.04702539371260481,30.394,0.08461538461538462,medium,average
5031,7.8,0.29,0.29,3.15,0.044,41.0,117.0,0.99153,3.24,0.35,11.5,5,white,26.896551724137932,8.379999999999999,0.3504273504273504,0.04437586356439038,37.260000000000005,0.03043478260869565,medium,average
5032,6.2,0.255,0.27,1.3,0.037,30.0,86.0,0.98834,3.05,0.59,12.9,7,white,24.313725490196077,6.725,0.3488372093023256,0.037436509703138596,39.345,0.04573643410852713,medium,good
5033,8.2,0.34,0.29,5.2,0.076,19.0,92.0,0.99138,2.95,0.39,12.5,6,white,24.117647058823525,8.829999999999998,0.20652173913043478,0.07666081623595392,36.875,0.031200000000000002,low,average
5034,6.5,0.24,0.28,1.1,0.034,26.0,83.0,0.98928,3.25,0.33,12.3,6,white,27.083333333333336,7.0200000000000005,0.3132530120481928,0.03436842956493612,39.975,0.026829268292682926,medium,average
5035,6.9,0.24,0.23,7.1,0.041,20.0,97.0,0.99246,3.1,0.85,11.4,6,white,28.750000000000004,7.370000000000001,0.20618556701030927,0.04131148862422667,35.34,0.07456140350877193,medium,average
5036,6.7,0.4,0.22,8.8,0.052,24.0,113.0,0.99576,3.22,0.45,9.4,5,white,16.75,7.32,0.21238938053097345,0.0522214188157789,30.268000000000004,0.047872340425531915,medium,average
5037,6.7,0.3,0.44,18.5,0.057,65.0,224.0,0.99956,3.11,0.53,9.1,5,white,22.333333333333336,7.44,0.29017857142857145,0.057025091040057624,28.301,0.05824175824175825,medium,average
5039,6.8,0.17,0.32,1.4,0.04,35.0,106.0,0.99026,3.16,0.66,12.0,5,white,39.99999999999999,7.29,0.330188679245283,0.04039343202795225,37.92,0.055,medium,average
5040,7.1,0.25,0.28,1.2,0.04,31.0,111.0,0.99174,3.18,0.53,11.1,5,white,28.4,7.63,0.27927927927927926,0.04033315183415008,35.298,0.04774774774774775,medium,average
5041,5.9,0.27,0.27,5.0,0.035,14.0,97.0,0.99058,3.1,0.33,11.8,7,white,21.85185185185185,6.4399999999999995,0.14432989690721648,0.035332835308607084,36.580000000000005,0.027966101694915254,medium,good
5042,6.0,0.16,0.22,1.6,0.042,36.0,106.0,0.9905,3.24,0.32,11.4,6,white,37.5,6.38,0.33962264150943394,0.04240282685512368,36.93600000000001,0.028070175438596492,medium,average
5043,6.7,0.3,0.44,18.75,0.057,65.0,224.0,0.99956,3.11,0.53,9.1,5,white,22.333333333333336,7.44,0.29017857142857145,0.057025091040057624,28.301,0.05824175824175825,medium,average
5044,6.6,0.15,0.32,6.0,0.033,59.0,128.0,0.99192,3.19,0.71,12.1,8,white,44.0,7.07,0.4609375,0.03326881200096782,38.599,0.05867768595041322,medium,good
5045,7.3,0.34,0.3,9.4,0.057,34.0,178.0,0.99554,3.15,0.44,10.4,6,white,21.470588235294116,7.9399999999999995,0.19101123595505617,0.05725535890069711,32.76,0.0423076923076923,medium,average
5046,6.0,0.17,0.29,9.7,0.044,33.0,98.0,0.99536,3.12,0.36,9.2,6,white,35.29411764705882,6.46,0.336734693877551,0.04420511171837325,28.703999999999997,0.0391304347826087,medium,average
5047,6.7,0.47,0.29,4.75,0.034,29.0,134.0,0.99056,3.29,0.46,13.0,7,white,14.255319148936172,7.46,0.21641791044776118,0.034324018736876113,42.77,0.03538461538461539,medium,good
5049,6.6,0.21,0.29,5.35,0.029,43.0,106.0,0.99112,2.93,0.43,11.5,7,white,31.428571428571427,7.1,0.4056603773584906,0.029259827266123174,33.695,0.03739130434782609,low,good
5051,8.0,0.24,0.48,6.8,0.047,13.0,134.0,0.99616,3.23,0.7,10.0,5,white,33.333333333333336,8.72,0.09701492537313433,0.047181175714744616,32.3,0.06999999999999999,medium,average
5052,5.6,0.34,0.3,6.9,0.038,23.0,89.0,0.99266,3.25,0.49,11.1,6,white,16.470588235294116,6.239999999999999,0.25842696629213485,0.038280982410895975,36.074999999999996,0.044144144144144144,medium,average
5053,5.8,0.54,0.0,1.4,0.033,40.0,107.0,0.98918,3.26,0.35,12.4,5,white,10.74074074074074,6.34,0.37383177570093457,0.03336096564831477,40.424,0.0282258064516129,medium,average
5054,7.3,0.23,0.24,0.9,0.031,29.0,86.0,0.98926,2.9,0.38,12.2,6,white,31.739130434782606,7.7700000000000005,0.3372093023255814,0.03133655459636496,35.379999999999995,0.03114754098360656,low,average
5055,6.0,0.39,0.13,1.2,0.042,60.0,172.0,0.99114,3.06,0.52,10.6,5,white,15.384615384615383,6.52,0.3488372093023256,0.042375446455596585,32.436,0.04905660377358491,medium,average
5056,6.1,0.105,0.31,1.3,0.037,55.0,145.0,0.9912,3.41,0.41,11.1,7,white,58.095238095238095,6.515,0.3793103448275862,0.03732849071832123,37.851,0.036936936936936934,medium,good
5057,5.8,0.32,0.2,2.6,0.027,17.0,123.0,0.98936,3.36,0.78,13.9,7,white,18.125,6.32,0.13821138211382114,0.02729036953181855,46.704,0.05611510791366907,medium,good
5058,7.6,0.22,0.28,12.0,0.056,68.0,143.0,0.9983,2.99,0.3,9.2,6,white,34.54545454545455,8.1,0.4755244755244755,0.056095362115596514,27.508,0.03260869565217391,low,average
5059,6.8,0.19,0.4,9.85,0.055,41.0,103.0,0.99532,2.98,0.56,10.5,6,white,35.78947368421053,7.390000000000001,0.39805825242718446,0.05525861029618615,31.29,0.05333333333333334,low,average
5060,6.7,0.24,0.3,3.85,0.042,105.0,179.0,0.99189,3.04,0.59,11.3,8,white,27.916666666666668,7.24,0.5865921787709497,0.04234340501466897,34.352000000000004,0.052212389380530966,medium,good
5061,6.8,0.17,0.34,2.0,0.04,38.0,111.0,0.99,3.24,0.45,12.9,6,white,39.99999999999999,7.31,0.34234234234234234,0.04040404040404041,41.79600000000001,0.03488372093023256,medium,average
5062,6.2,0.3,0.31,1.6,0.035,40.0,106.0,0.98914,3.26,0.39,12.9,7,white,20.666666666666668,6.81,0.37735849056603776,0.03538427320702833,42.053999999999995,0.030232558139534883,medium,good
5063,6.9,0.29,0.41,7.8,0.046,52.0,171.0,0.99537,3.12,0.51,9.6,5,white,23.793103448275865,7.6000000000000005,0.30409356725146197,0.04621397068426816,29.951999999999998,0.053125000000000006,medium,average
5064,6.8,0.19,0.34,1.9,0.04,41.0,108.0,0.99,3.25,0.45,12.9,6,white,35.78947368421053,7.33,0.37962962962962965,0.04040404040404041,41.925000000000004,0.03488372093023256,medium,average
5066,6.6,0.24,0.27,10.3,0.047,54.0,219.0,0.99742,3.04,0.45,8.8,5,white,27.5,7.109999999999999,0.2465753424657534,0.04712157366004291,26.752000000000002,0.05113636363636363,medium,average
5067,6.6,0.16,0.36,1.1,0.031,27.0,93.0,0.98884,3.23,0.34,13.2,8,white,41.25,7.12,0.2903225806451613,0.03134986448768254,42.635999999999996,0.02575757575757576,medium,good
5071,6.7,0.16,0.36,2.0,0.045,24.0,131.0,0.99284,3.3,0.59,10.5,6,white,41.875,7.220000000000001,0.183206106870229,0.0453245235888965,34.65,0.056190476190476187,medium,average
5072,6.5,0.3,0.27,4.0,0.038,37.0,97.0,0.99026,3.2,0.6,12.6,8,white,21.666666666666668,7.07,0.38144329896907214,0.03837376042655464,40.32,0.047619047619047616,medium,good
5073,6.5,0.22,0.19,1.1,0.064,36.0,191.0,0.99297,3.05,0.5,9.5,6,white,29.545454545454547,6.91,0.18848167539267016,0.06445310533047323,28.974999999999998,0.05263157894736842,medium,average
5074,6.2,0.36,0.45,10.4,0.06,22.0,184.0,0.99711,3.31,0.56,9.8,6,white,17.222222222222225,7.010000000000001,0.11956521739130435,0.06017390257845172,32.438,0.05714285714285714,medium,average
